Time,Open,High,Low,Close
2026-08-03 18:00:00,4036.23,4039.16,4033.75,4036.77
2026-08-03 19:00:00,4037.06,4037.96,4029.53,4029.82
2026-08-03 20:00:00,4029.85,4045.08,4029.26,4043.28
2026-08-03 21:00:00,4043.35,4055.83,4043.35,4051.71
2026-08-03 22:00:00,4051.86,4058.01,4049.6,4054.85
2026-08-04 00:00:00,4053.75,4053.75,4048.27,4052.95
2026-08-04 01:00:00,4052.84,4055.16,4050.12,4053.14
2026-08-04 02:00:00,4052.73,4069.07,4048.8,4049.27
2026-08-04 03:00:00,4048.87,4061.44,4041.85,4058.78
2026-08-04 04:00:00,4059.05,4065.17,4055.1,4058.28
2026-08-04 05:00:00,4058.0,4061.68,4051.54,4052.2
2026-08-04 06:00:00,4052.19,4065.83,4050.82,4063.42
2026-08-04 07:00:00,4063.95,4067.64,4057.06,4061.13
2026-08-04 08:00:00,4061.14,4066.01,4055.13,4063.27
2026-08-04 09:00:00,4063.38,4066.73,4060.29,4064.87
2026-08-04 10:00:00,4064.88,4072.53,4054.14,4055.17
2026-08-04 11:00:00,4054.96,4055.21,4045.84,4049.78
2026-08-04 12:00:00,4049.86,4060.65,4045.33,4053.47
2026-08-04 13:00:00,4053.4,4084.01,4051.77,4074.82
2026-08-04 14:00:00,4074.88,4084.05,4060.67,4070.83
2026-08-04 15:00:00,4070.87,4093.57,4061.36,4084.51
2026-08-04 16:00:00,4083.9,4091.58,4073.91,4083.24
2026-08-04 17:00:00,4083.5,4088.37,4074.41,4087.24
2026-08-04 18:00:00,4087.51,4093.62,4082.46,4092.57
2026-08-04 19:00:00,4092.31,4106.2,4085.22,4085.45
2026-08-04 20:00:00,4085.23,4088.75,4074.52,4079.41
2026-08-04 21:00:00,4079.49,4084.81,4075.67,4077.93
2026-08-04 22:00:00,4077.99,4080.36,4074.05,4077.78
2026-08-05 00:00:00,4078.75,4086.05,4074.93,4075.16
2026-08-05 01:00:00,4075.11,4076.47,4064.52,4071.78
2026-08-05 02:00:00,4072.0,4083.52,4069.73,4081.75
2026-08-05 03:00:00,4081.93,4102.2,4077.04,4100.63
2026-08-05 04:00:00,4100.62,4135.24,4095.22,4128.38
2026-08-05 05:00:00,4128.43,4136.14,4126.2,4128.2
2026-08-05 06:00:00,4128.29,4141.21,4128.17,4135.3
2026-08-05 07:00:00,4135.6,4173.02,4133.75,4160.99
2026-08-05 08:00:00,4160.88,4178.17,4159.7,4176.9
2026-08-05 09:00:00,4176.95,4179.54,4161.74,4170.31
