Time,Open,High,Low,Close
2026-07-13 19:00:00,3992.88,4001.65,3991.48,3993.28
2026-07-13 20:00:00,3993.43,4005.08,3986.51,4001.02
2026-07-13 21:00:00,4001.39,4004.69,3992.62,4001.43
2026-07-13 22:00:00,4001.51,4006.2,3996.49,4001.48
2026-07-14 00:00:00,4004.14,4005.92,4000.57,4000.76
2026-07-14 01:00:00,4000.75,4002.81,3992.62,4000.38
2026-07-14 02:00:00,4000.29,4007.31,3982.82,4003.83
2026-07-14 03:00:00,4003.77,4011.69,3991.52,4010.07
2026-07-14 04:00:00,4010.25,4019.11,4005.57,4012.29
2026-07-14 05:00:00,4012.4,4019.03,4010.44,4016.66
